28414	29042
28260	28898
28800	28260
28171	28613
28421	28613
29426	28551
29989	28605
28069	28363
28414	29721
28248	28183
28613	29353
28701	29010
29490	29026
29337	29042
28025	29357
28527	28833
28041	28686
29698	29032
29336	28551
29698	28494
29222	28171
28256	28356
28686	28551
29426	28688
28041	28132
28130	29802
29766	28320
28021	28737
29042	29581
29222	28069
28356	28299
28671	28035
29353	28179
28378	29042
29275	28527
28062	29258
28861	28414
29514	29357
28872	29258
28861	28248
29607	28558
28320	28396
28686	28723
28723	28689
28872	28479
28723	28139
28800	29514
29042	29039
29042	28025
28978	28359
28378	28209
28069	28398
28527	28534
28297	28613
28261	29266
28363	28800
28965	28707
28062	28737
29353	28363
29507	28527
29337	28171
28723	28872
28256	28021
29980	28935
28083	28328
28547	28389
29980	28272
29095	29155
28287	28097
28421	28527
28551	29308
28542	28022
28542	28171
28272	28978
28800	28861
28686	28301
29698	28398
29337	28337
28723	28061
29337	28176
28301	28261
29507	28061
29275	28171
29308	29802
28389	28139
28061	28362
29095	28688
28163	29010
29010	28389
28605	29275
28320	28707
28534	28622
28248	28497
29989	28060
28109	28965
28414	29026
28761	28097
29042	29032
29802	28707
28688	28837
28021	29833
28907	28171
28537	28426
29441	28041
28060	28356
29337	28370
28800	29141
28754	28139
28363	29222
29766	29010
28556	28248
28097	28156
28362	28978
28761	28396
28287	29353
28256	28409
28621	28935
28021	29042
29336	28835
28621	28389
28688	28163
28534	28069
28209	28622
28337	28551
29141	28534
28643	28171
29206	29989
28035	28083
29927	28494
28793	29095
29507	28069
28547	28261
28161	28872
29005	29142
29141	28558
28898	28356
29581	28362
28163	29833
29581	29142
29581	28301
28272	28800
29575	28547
28861	29490
28062	29266
28754	28907
28378	28701
28035	28754
28671	29005
28061	29442
28320	28299
28551	29514
28021	29010
29514	28754
28161	29802
29266	28320
28398	29927
28965	28171
28258	29426
28831	28935
28426	28643
28083	28041
28163	28426
29575	28286
29426	28426
29833	28261
28299	28613
28392	29005
28171	29927
28494	29575
28394	28256
28097	29142
28378	28689
29308	28754
29284	28320
29980	29155
28414	29581
28396	29698
28965	28793
28898	29095
28793	28394
29441	28025
28701	28421
28156	28272
28378	28051
28258	29607
29376	28542
29426	28337
28025	28260
28297	28621
28261	28370
28248	29142
28370	28761
28907	28800
28299	28389
28409	29010
29032	28062
28378	28621
28527	28688
28688	28256
28872	28542
29284	28622
28618	28287
28556	28935
29266	28426
28370	29607
28209	28613
29337	28497
28537	28161
28671	28109
28130	28163
29353	28021
28835	28394
28537	29095
29524	29308
28209	28161
29383	28621
28069	29989
28840	29989
28800	28297
29442	28688
28389	28248
28396	29222
28556	29010
28378	28256
28898	28479
28618	28248
28261	29032
28328	28132
28139	29426
28621	29607
29698	28537
28396	28613
29032	29802
28301	28605
29142	28258
29581	28618
28328	28671
28872	28414
28097	29042
29756	28398
28689	29426
29258	28965
28286	28872
28551	29607
29490	28978
28097	28800
29927	29142
29030	28320
29833	28161
29337	29095
29266	28396
29980	29721
29357	28500
28613	28051
28041	28835
28171	28022
28558	29011
28374	28409
28286	29833
28297	28542
28835	28374
29766	28132
28783	28497
29357	29030
29308	29514
29507	28261
28547	28392
28063	28176
28527	28061
29206	29698
28754	29766
28041	28301
29721	28179
28837	29010
28701	29383
28978	28669
29220	28686
29507	28261
28547	29222
29206	28354
29490	29095
28021	28500
28643	28723
28359	28707
29353	28069
28392	29353
28374	28378
28426	28083
29442	28622
28051	28831
29441	28872
28800	29514
28831	29005
29337	28025
28396	28398
28359	28831
29266	28831
28761	28041
29507	28299
28643	28356
28707	28287
28337	28398
28179	28421
28551	28179
29721	28835
28840	28421
28337	28872
28261	28737
29308	28109
28872	29142
29026	28299
29756	28707
29490	29337
29766	28542
28833	29357
29357	28605
28556	28833
28062	29353
28621	28831
28833	28389
28965	29095
29524	28497
28299	29927
28558	28547
28179	29426
29039	28537
28139	28723
28286	28643
28978	29353
28286	29927
28337	29308
28872	28256
28258	28051
28831	28754
28156	28737
28688	28500
28737	28671
28898	29026
29284	28163
28301	29141
28041	28414
28622	29607
28359	28139
28840	28494
28793	29141
29989	28547
29927	28761
29275	28370
28837	28643
28551	29206
28083	28328
28035	28537
28558	28320
28035	28398
28139	28398
28063	29222
28737	28097
28671	28688
28060	29220
28935	28161
29011	29833
28671	28132
28409	28701
29833	28370
28800	28409
28179	28689
28301	29426
28613	28337
28688	29442
29927	28083
29575	28688
29514	28392
28833	29337
28551	29042
29222	29032
28669	28689
29039	28613
28392	28301
28833	28398
28359	28370
29353	29756
28907	28297
28354	28139
28287	28426
28354	29441
28835	28479
28622	28837
29438	28547
29357	28261
29010	29833
28261	28534
28297	29032
29441	28069
28272	28737
28097	29524
28537	28328
28356	28605
28394	28139
29442	29802
29284	28527
28500	28835
28396	29426
28256	28500
28907	28248
28534	29206
29581	28761
29376	28837
29011	28035
29026	28837
29220	28392
28494	28558
28258	28935
29438	28409
28069	28542
28297	28737
28494	28378
29442	28260
28898	28426
29507	28109
28297	28421
28861	28359
28176	28479
28398	28097
28965	28161
28613	28556
28258	28363
28209	28701
29833	28479
29376	28394
28130	28835
29442	29095
29441	28022
28097	29383
28534	29353
29441	28761
28622	28083
28022	28370
28337	29438
29011	29222
28209	29802
28035	28258
29142	29266
28669	28156
28965	28409
28527	29514
29010	28671
29438	28061
28256	28622
28935	28398
28831	28389
29337	28109
29042	28301
28328	28783
28061	29206
29376	28497
28176	28392
29337	28392
29275	28272
29927	28258
29756	29220
28837	28835
28409	28359
29142	28396
29220	28359
28978	28688
29142	28935
28613	28022
29507	28754
28935	29802
29039	28378
28286	28497
28701	28051
28025	29575
29222	28328
28497	28392
28297	29142
28163	28479
29507	29026
29266	28689
28898	28051
28051	29376
29575	29581
28176	28063
29275	28613
28025	28374
28978	28837
29524	28898
29581	29441
29438	28320
28556	28701
28163	28414
28527	28109
28534	29284
28051	28392
28978	28605
28978	29756
28297	29042
29441	28258
28083	28260
29490	28389
